ano,muni_id,muni_nm,uf_sigla,regiao_nm,idhm,idhm_e,idhm_l,idhm_r,espvida,rdpc,gini,pop,lat,lon
2010,3554706,TORRINHA,SP,Sudeste,0.744,0.658,0.852,0.734,76.11,770.15,0.45,9280,-22.426,-48.169
2010,3554755,TRABIJU,SP,Sudeste,0.722,0.697,0.811,0.666,73.63,505.36,0.4,1542,-22.042,-48.336
2010,3554805,TREMEMBÉ,SP,Sudeste,0.785,0.72,0.873,0.769,77.38,959.88,0.53,37302,-22.958,-45.549
2010,3554904,TRÊS FRONTEIRAS,SP,Sudeste,0.753,0.726,0.829,0.71,74.73,663.71,0.41,5385,-20.235,-50.89
2010,3554953,TUIUTI,SP,Sudeste,0.728,0.63,0.871,0.702,77.24,630.49,0.39,5905,-22.816,-46.694
2010,3555000,TUPÃ,SP,Sudeste,0.771,0.704,0.852,0.764,76.1,926.96,0.54,62555,-21.935,-50.514
2010,3555109,TUPI PAULISTA,SP,Sudeste,0.769,0.715,0.835,0.762,75.08,914.36,0.49,13029,-21.381,-51.571
2010,3555208,TURIÚBA,SP,Sudeste,0.751,0.721,0.824,0.713,74.44,676.92,0.35,1928,-20.933,-50.108
2010,3555307,TURMALINA,SP,Sudeste,0.736,0.675,0.817,0.724,74.04,725.06,0.39,1954,-20.052,-50.476
2010,3555356,UBARANA,SP,Sudeste,0.7,0.604,0.844,0.672,75.62,522.27,0.35,5286,-21.166,-49.718
2010,3555406,UBATUBA,SP,Sudeste,0.751,0.679,0.841,0.741,75.47,803.5,0.58,78243,-23.434,-45.071
2010,3555505,UBIRAJARA,SP,Sudeste,0.727,0.674,0.829,0.689,74.72,580.57,0.42,4418,-22.527,-49.663
2010,3555604,UCHOA,SP,Sudeste,0.721,0.644,0.823,0.708,74.36,655.13,0.4,9445,-20.953,-49.175
2010,3555703,UNIÃO PAULISTA,SP,Sudeste,0.749,0.699,0.863,0.697,76.75,610.77,0.35,1599,-20.887,-49.897
2010,3555802,URÂNIA,SP,Sudeste,0.746,0.709,0.804,0.727,73.25,739.08,0.46,8803,-20.246,-50.643
2010,3555901,URU,SP,Sudeste,0.712,0.639,0.832,0.678,74.93,544.1,0.39,1228,-21.784,-49.281
2010,3556008,URUPÊS,SP,Sudeste,0.745,0.683,0.817,0.741,74.03,805.66,0.43,12668,-21.202,-49.29
2010,3556107,VALENTIM GENTIL,SP,Sudeste,0.735,0.692,0.81,0.708,73.62,654.97,0.36,10975,-20.422,-50.088
2010,3556206,VALINHOS,SP,Sudeste,0.819,0.763,0.85,0.848,76.01,1570.91,0.54,106411,-22.971,-46.996
2010,3556305,VALPARAÍSO,SP,Sudeste,0.725,0.643,0.825,0.719,74.47,701.02,0.45,20259,-21.228,-50.868
2010,3556354,VARGEM,SP,Sudeste,0.699,0.591,0.839,0.69,75.36,587.59,0.38,8766,-22.889,-46.414
2010,3556404,VARGEM GRANDE DO SUL,SP,Sudeste,0.737,0.643,0.863,0.721,76.78,711.6,0.42,39144,-21.832,-46.894
2010,3556453,VARGEM GRANDE PAULISTA,SP,Sudeste,0.77,0.683,0.884,0.755,78.02,876.61,0.5,42765,-23.603,-47.026
2010,3556503,VÁRZEA PAULISTA,SP,Sudeste,0.759,0.705,0.863,0.72,76.8,706.02,0.39,106832,-23.211,-46.828
2010,3556602,VERA CRUZ,SP,Sudeste,0.754,0.715,0.83,0.722,74.79,713.66,0.45,10664,-22.22,-49.819
2010,3556701,VINHEDO,SP,Sudeste,0.817,0.739,0.878,0.84,77.68,1493.32,0.53,63120,-23.03,-46.975
2010,3556800,VIRADOURO,SP,Sudeste,0.739,0.683,0.823,0.717,74.4,692.01,0.4,17257,-20.873,-48.297
2010,3556909,VISTA ALEGRE DO ALTO,SP,Sudeste,0.744,0.676,0.84,0.726,75.41,732.14,0.35,6810,-21.171,-48.629
2010,3556958,VITÓRIA BRASIL,SP,Sudeste,0.725,0.685,0.811,0.686,73.63,572.68,0.35,1737,-20.197,-50.484
2010,3557006,VOTORANTIM,SP,Sudeste,0.767,0.747,0.838,0.72,75.3,703.99,0.4,108578,-23.547,-47.438
2010,3557105,VOTUPORANGA,SP,Sudeste,0.79,0.744,0.857,0.772,76.44,977.39,0.49,84502,-20.423,-49.973
2010,3557154,ZACARIAS,SP,Sudeste,0.729,0.674,0.826,0.695,74.56,605.79,0.39,2335,-21.052,-50.051
2010,3557204,CHAVANTES,SP,Sudeste,0.729,0.655,0.828,0.713,74.66,677.3,0.47,12055,-23.039,-49.709
2010,3557303,ESTIVA GERBI,SP,Sudeste,0.74,0.695,0.815,0.716,73.87,686.89,0.41,10001,-22.271,-46.945
